tahun;bulan;kota_kabupaten;kecamatan;kelurahan;jenis_kelamin ;jumlah
2020;3;JAKARTA BARAT;KALI DERES;PEGADUNGAN;Perempuan;51
2020;3;JAKARTA BARAT;PAL MERAH;PALMERAH;Perempuan;32
2020;3;JAKARTA BARAT;PAL MERAH;SLIPI;Perempuan;3
2020;3;JAKARTA BARAT;PAL MERAH;KOTA BAMBU UTARA;Perempuan;19
2020;3;JAKARTA BARAT;PAL MERAH;JATIPULO;Perempuan;25
2020;3;JAKARTA BARAT;PAL MERAH;KEMANGGISAN;Perempuan;20
2020;3;JAKARTA BARAT;PAL MERAH;KOTA BAMBU SELATAN;Perempuan;22
2020;3;JAKARTA BARAT;KEMBANGAN;KEMBANGAN UTARA;Perempuan;38
2020;3;JAKARTA BARAT;KEMBANGAN;MERUYA UTARA;Perempuan;33
2020;3;JAKARTA BARAT;KEMBANGAN;MERUYA SELATAN;Perempuan;31
2020;3;JAKARTA BARAT;KEMBANGAN;SRENGSENG;Perempuan;28
2020;3;JAKARTA BARAT;KEMBANGAN;JOGLO;Perempuan;38
2020;3;JAKARTA BARAT;KEMBANGAN;KEMBANGAN SELATAN;Perempuan;14
2020;3;JAKARTA SELATAN;TEBET;TEBET TIMUR;Perempuan;12
2020;3;JAKARTA SELATAN;TEBET;TEBET BARAT;Perempuan;20
2020;3;JAKARTA SELATAN;TEBET;MENTENG DALAM;Perempuan;32
2020;3;JAKARTA SELATAN;TEBET;KEBON BARU;Perempuan;21
2020;3;JAKARTA SELATAN;TEBET;BUKIT DURI;Perempuan;19
2020;3;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;Perempuan;7
2020;3;JAKARTA SELATAN;TEBET;MANGGARAI;Perempuan;10
2020;3;JAKARTA SELATAN;SETIA BUDI;SETIA BUDI;Perempuan;2
2020;3;JAKARTA SELATAN;SETIA BUDI;KARET SEMANGGI;Perempuan;4
2020;3;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;Perempuan;9
2020;3;JAKARTA SELATAN;SETIA BUDI;KARET;Perempuan;7
2020;3;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;Perempuan;27
2020;3;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;Perempuan;16
2020;3;JAKARTA SELATAN;SETIA BUDI;GUNTUR;Perempuan;2
2020;3;JAKARTA SELATAN;SETIA BUDI;KUNINGAN TIMUR;Perempuan;4
2020;3;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;Perempuan;22
2020;3;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;Perempuan;17
2020;3;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;Perempuan;19
2020;3;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;Perempuan;35
2020;3;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;Perempuan;5
2020;3;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;Perempuan;18
2020;3;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;Perempuan;31
2020;3;JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;Perempuan;24
2020;3;JAKARTA SELATAN;PASAR MINGGU;RAGUNAN;Perempuan;29
2020;3;JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;Perempuan;44
2020;3;JAKARTA SELATAN;PASAR MINGGU;PEJATEN BARAT;Perempuan;18
2020;3;JAKARTA SELATAN;PASAR MINGGU;KEBAGUSAN;Perempuan;61
2020;3;JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA UTARA;Perempuan;33
2020;3;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;Perempuan;50
2020;3;JAKARTA SELATAN;KEBAYORAN LAMA;CIPULIR;Perempuan;39
2020;3;JAKARTA SELATAN;KEBAYORAN LAMA;GROGOL UTARA;Perempuan;17
2020;3;JAKARTA SELATAN;KEBAYORAN LAMA;GROGOL SELATAN;Perempuan;33
2020;3;JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA SELATAN;Perempuan;18
2020;3;JAKARTA SELATAN;CILANDAK;CILANDAK BARAT;Perempuan;28
2020;3;JAKARTA SELATAN;CILANDAK;LEBAK BULUS;Perempuan;33
2020;3;JAKARTA SELATAN;CILANDAK;PONDOK LABU;Perempuan;44
2020;3;JAKARTA SELATAN;CILANDAK;GANDARIA SELATAN;Perempuan;9
2020;3;JAKARTA SELATAN;CILANDAK;CIPETE SELATAN;Perempuan;26
2020;3;JAKARTA SELATAN;KEBAYORAN BARU;MELAWAI;Perempuan;5
2020;3;JAKARTA SELATAN;KEBAYORAN BARU;GUNUNG;Perempuan;11
2020;3;JAKARTA SELATAN;KEBAYORAN BARU;KRAMAT PELA;Perempuan;14
2020;3;JAKARTA SELATAN;KEBAYORAN BARU;SELONG;Perempuan;5
2020;3;JAKARTA SELATAN;KEBAYORAN BARU;RAWA BARAT;Perempuan;4
2020;3;JAKARTA SELATAN;KEBAYORAN BARU;SENAYAN;Perempuan;2
2020;3;JAKARTA SELATAN;KEBAYORAN BARU;PULO;Perempuan;1
2020;3;JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;Perempuan;16
2020;3;JAKARTA SELATAN;KEBAYORAN BARU;GANDARIA UTARA;Perempuan;41
2020;3;JAKARTA SELATAN;KEBAYORAN BARU;CIPETE UTARA;Perempuan;21
2020;3;JAKARTA SELATAN;PANCORAN;PANCORAN;Perempuan;8
2020;3;JAKARTA SELATAN;PANCORAN;KALIBATA;Perempuan;26
2020;3;JAKARTA SELATAN;PANCORAN;RAWAJATI;Perempuan;25
2020;3;JAKARTA SELATAN;PANCORAN;DUREN TIGA;Perempuan;17
2020;3;JAKARTA SELATAN;PANCORAN;PENGADEGAN;Perempuan;14
2020;3;JAKARTA SELATAN;PANCORAN;CIKOKO;Perempuan;8
2020;3;JAKARTA SELATAN;JAGAKARSA;JAGAKARSA;Perempuan;41
2020;3;JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;Perempuan;75
2020;3;JAKARTA SELATAN;JAGAKARSA;CIGANJUR;Perempuan;53
2020;3;JAKARTA SELATAN;JAGAKARSA;LENTENG AGUNG;Perempuan;66
2020;3;JAKARTA SELATAN;JAGAKARSA;TANJUNG BARAT;Perempuan;39
2020;3;JAKARTA SELATAN;JAGAKARSA;CIPEDAK;Perempuan;49
2020;3;JAKARTA SELATAN;PESANGGRAHAN;PESANGGRAHAN;Perempuan;32
2020;3;JAKARTA SELATAN;PESANGGRAHAN;BINTARO;Perempuan;56
2020;3;JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN UTARA;Perempuan;50
2020;3;JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN SELATAN;Perempuan;35
2020;3;JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;Perempuan;40
2020;3;JAKARTA TIMUR;MATRAMAN;PISANGAN BARU;Perempuan;22
2020;3;JAKARTA TIMUR;MATRAMAN;UTAN KAYU UTARA;Perempuan;18
2020;3;JAKARTA TIMUR;MATRAMAN;KAYU MANIS;Perempuan;15
2020;3;JAKARTA TIMUR;MATRAMAN;PALMERIAM;Perempuan;18
2020;3;JAKARTA TIMUR;MATRAMAN;KEBON MANGGIS;Perempuan;6
2020;3;JAKARTA TIMUR;MATRAMAN;UTAN KAYU SELATAN;Perempuan;23
2020;3;JAKARTA TIMUR;PULO GADUNG;PULO GADUNG;Perempuan;29
2020;3;JAKARTA TIMUR;PULO GADUNG;PISANGAN TIMUR;Perempuan;30
2020;3;JAKARTA TIMUR;PULO GADUNG;CIPINANG;Perempuan;33
2020;3;JAKARTA TIMUR;PULO GADUNG;JATINEGARA KAUM;Perempuan;15
2020;3;JAKARTA TIMUR;PULO GADUNG;RAWAMANGUN;Perempuan;35
2020;3;JAKARTA TIMUR;PULO GADUNG;KAYU PUTIH;Perempuan;35
2020;3;JAKARTA TIMUR;PULO GADUNG;JATI;Perempuan;16
2020;3;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;Perempuan;11
2020;3;JAKARTA TIMUR;JATINEGARA;BIDARA CINA;Perempuan;14
2020;3;JAKARTA TIMUR;JATINEGARA;BALI MESTER;Perempuan;9
2020;3;JAKARTA TIMUR;JATINEGARA;RAWA BUNGA;Perempuan;7
2020;3;JAKARTA TIMUR;JATINEGARA;CIPINANG CEMPEDAK;Perempuan;15
2020;3;JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;Perempuan;28
2020;3;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR SELATAN;Perempuan;35
2020;3;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR UTARA;Perempuan;21
2020;3;JAKARTA TIMUR;KRAMATJATI;KRAMATJATI;Perempuan;42
2020;3;JAKARTA TIMUR;KRAMATJATI;TENGAH;Perempuan;39
2020;3;JAKARTA TIMUR;KRAMATJATI;DUKUH;Perempuan;24
2020;3;JAKARTA TIMUR;KRAMATJATI;BATU AMPAR;Perempuan;34
2020;3;JAKARTA TIMUR;KRAMATJATI;BALEKAMBANG;Perempuan;30
2020;3;JAKARTA TIMUR;KRAMATJATI;CILILITAN;Perempuan;41
2020;3;JAKARTA TIMUR;KRAMATJATI;CAWANG;Perempuan;18
2020;3;JAKARTA TIMUR;PASAR REBO;GEDONG;Perempuan;43
2020;3;JAKARTA TIMUR;PASAR REBO;BARU;Perempuan;26
2020;3;JAKARTA TIMUR;PASAR REBO;CIJANTUNG;Perempuan;35
2020;3;JAKARTA TIMUR;PASAR REBO;KALISARI;Perempuan;40
2020;3;JAKARTA TIMUR;PASAR REBO;PEKAYON;Perempuan;55
2020;3;JAKARTA TIMUR;CAKUNG;JATINEGARA;Perempuan;87
2020;3;JAKARTA TIMUR;CAKUNG;RAWA TERATE;Perempuan;30
2020;3;JAKARTA TIMUR;CAKUNG;PENGGILINGAN;Perempuan;86
2020;3;JAKARTA TIMUR;CAKUNG;CAKUNG TIMUR;Perempuan;57
2020;3;JAKARTA TIMUR;CAKUNG;PULO GEBANG;Perempuan;124
2020;3;JAKARTA TIMUR;CAKUNG;UJUNG MENTENG;Perempuan;23
2020;3;JAKARTA TIMUR;CAKUNG;CAKUNG BARAT;Perempuan;64
2020;3;JAKARTA TIMUR;DUREN SAWIT;DUREN SAWIT;Perempuan;49
2020;3;JAKARTA TIMUR;DUREN SAWIT;PONDOK BAMBU;Perempuan;63
2020;3;JAKARTA TIMUR;DUREN SAWIT;KLENDER;Perempuan;51
2020;3;JAKARTA TIMUR;DUREN SAWIT;PONDOK KELAPA;Perempuan;58
2020;3;JAKARTA TIMUR;DUREN SAWIT;MALAKA SARI;Perempuan;14
2020;3;JAKARTA TIMUR;DUREN SAWIT;MALAKA JAYA;Perempuan;23
2020;3;JAKARTA TIMUR;DUREN SAWIT;PONDOK KOPI;Perempuan;36
2020;3;JAKARTA TIMUR;MAKASAR;MAKASAR;Perempuan;34
2020;3;JAKARTA TIMUR;MAKASAR;PINANGRANTI;Perempuan;26
2020;3;JAKARTA TIMUR;MAKASAR;KEBON PALA;Perempuan;39
2020;3;JAKARTA TIMUR;MAKASAR;HALIM PERDANA KUSUMAH;Perempuan;31
2020;3;JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;Perempuan;40
2020;3;JAKARTA TIMUR;CIRACAS;CIRACAS;Perempuan;66
2020;3;JAKARTA TIMUR;CIRACAS;CIBUBUR;Perempuan;47
2020;3;JAKARTA TIMUR;CIRACAS;KELAPA DUA WETAN;Perempuan;44
2020;3;JAKARTA TIMUR;CIRACAS;SUSUKAN;Perempuan;35
2020;3;JAKARTA TIMUR;CIRACAS;RAMBUTAN;Perempuan;40
2020;3;JAKARTA TIMUR;CIPAYUNG;CIPAYUNG;Perempuan;31
2020;3;JAKARTA TIMUR;CIPAYUNG;CILANGKAP;Perempuan;16
2020;3;JAKARTA TIMUR;CIPAYUNG;PONDOK RANGGON;Perempuan;18
2020;3;JAKARTA TIMUR;CIPAYUNG;MUNJUL;Perempuan;29
2020;3;JAKARTA TIMUR;CIPAYUNG;SETU;Perempuan;27
2020;3;JAKARTA TIMUR;CIPAYUNG;BAMBU APUS;Perempuan;22
2020;3;JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;Perempuan;44
2020;3;JAKARTA TIMUR;CIPAYUNG;CEGER;Perempuan;17
